Name,CountryCode,Population
Agartala,IND,157358
Bhir (Bid),IND,112434
Langfang,CHN,148105
Kimhae,KOR,256370
Ruda Slaska,POL,159665
RibeirÃ£o Pires,BRA,108121
Nagar Coil,IND,190084
Eslamshahr,IRN,265450
YaoundÃ©,CMR,1372800
Giron,COL,90688
Santana do Livramento,BRA,91779
Douglas,GBR,23487
Tshikapa,COD,180860
Kuching,MYS,148059
Ila,NGA,264000
Ottawa,CAN,335277
Jinhua,CHN,144280
Barueri,BRA,208426
CuricÃ³,CHL,115766
Shibin al-Kawm,EGY,159909
Stanley,FLK,1636
Shantou,CHN,580000
Mianyang,CHN,262947
Liepaja,LVA,89439
Monrovia,LBR,850000
Offenbach am Main,DEU,116627
HortolÃ¢ndia,BRA,135755
Uvira,COD,115590
Olmalik,UZB,114900
Mar del Plata,ARG,512880
Jirja,EGY,95400
Puerto Princesa,PHL,161912
Å iauliai,LTU,146563
Kabul,AFG,1780000
Å umen,BGR,94686
Gulbarga,IND,304099
Chapra,IND,136877
Qutubullapur,IND,105380
Shenzhen,CHN,950500
Tafuna,ASM,5200
San Pedro de la Paz,CHL,91684
Kurnool,IND,236800
Trieste,ITA,216459
Kioto,JPN,1461974
Zhezqazghan,KAZ,90000
Chinhae,KOR,125997
Gillingham,GBR,92000
Tacloban,PHL,178639
Bamenda,CMR,138000
Hamilton,CAN,335614
Hengyang,CHN,487148
